bedrooms,bathrooms,sqft_living,sqft_lot,price
2,1,1310,7128,253000
3,2.5,2320,32772,630000
2,1,1130,12500,216000
3,2.5,2180,11100,540000
3,1.5,1830,12233,212000
3,2.75,2340,12282,300000
3,2.5,2830,3750,969950
3,1,1610,7680,715000
5,2.75,2410,19447,1321620
4,2.75,2660,9547,1444000
3,1,1030,5350,305000
3,4,1390,1569,458000
3,1.75,1580,8775,275000
3,2.75,2330,4780,550000
3,3.25,1540,704,742000
3,1,1570,4000,700000
4,3,2940,5763,640000
3,0.75,1240,7200,352000
3,1,1410,7419,301500
4,2.5,2190,9880,630000
3,2.5,3040,6255,340000
4,1.75,1860,9364,477500
3,2.5,1690,7460,285000
3,2.75,1900,16117,255000
3,2.5,1600,7982,315000
6,3,2530,9000,830000
3,2.25,1860,1558,539950
3,2.25,2390,4590,980000
4,2.5,3100,8529,735000
5,2.25,2650,9140,536000
3,2,1520,5000,575000
2,1,1510,4000,500000
4,1.75,1960,7950,285500
4,2.75,2270,7375,498000
2,1,910,6282,412000
4,2.5,2100,8220,607000
3,1,1000,8512,199000
4,2.75,2760,18306,492500
4,2.5,2840,11044,585000
3,2.5,1860,5321,326995
4,2.25,1920,9660,372500
2,0.75,840,40642,528000
3,1.5,2390,32109,400000
4,2.5,2100,8501,344000
4,3,2430,7163,409950
3,2,1880,4000,625000
3,1.75,1350,9000,304950
2,2,2160,35183,381500
3,1.75,1430,13399,215000
5,1.75,2840,12870,345000
3,0.75,2510,20000,363000
3,1,1690,20063,240000
2,2,1930,5479,548050
2,1,720,4920,314000
4,2.5,2990,16809,800000
5,1.75,2300,6720,400000
1,1,460,4120,247000
2,1.75,1240,4120,540000
4,2.5,1900,15123,410000
3,1.75,2120,9146,525000
4,2.5,2440,5737,820000
4,2.25,3300,15375,1250000
2,1,1180,10200,244000
1,1,520,4800,275000
2,1.75,2070,23160,577000
5,2.5,2250,7945,446950
3,2.5,2050,5694,457000
4,1.5,1310,137214,320000
3,1.5,1250,9484,210000
4,2.5,2130,9100,220000
3,2,2250,8800,589000
4,2,1880,3840,435000
3,1,1520,10798,375000
4,3.5,4010,9654,1735000
2,1.75,1660,5581,545000
3,2.25,3400,10000,970000
2,1.75,2320,6755,705000
5,3.25,3740,11536,915557
4,1.5,1810,9000,259000
2,2.25,3170,3000,1695000
3,1.75,1680,8610,427000
2,1,930,3100,390000
3,2.5,2390,8000,363000
4,2.5,2680,3626,612000
4,1.75,1790,10186,380000
4,3,1680,6003,230000
3,1.75,1570,2600,580000
3,1,2230,3200,770000
4,2,1260,8400,207200
3,2,1790,11430,525000
3,2.5,2440,7419,925000
4,2.25,2410,4000,883000
4,2.5,1780,2992,455000
3,2.5,1900,5194,343500
2,1,960,8450,244000
3,1.75,1640,11730,397000
2,1,850,5000,180500
3,2.75,2150,6576,310000
4,2.5,2780,3969,315000
3,1,1030,4958,718000
3,1.75,1930,7267,279950
3,2.5,2080,9612,689000
4,2.5,3520,9901,828000
2,1,890,8100,150000
3,1.75,1640,3400,505400
5,3.25,4860,23723,1680000
3,1,1040,5000,217450
4,2.5,2820,4174,677000
2,2.5,1320,48787,361000
3,2.5,2590,7237,620000
3,2.25,1540,5449,176000
3,1,960,7218,330000
3,2.5,1190,8175,290000
4,2.5,2770,9532,711000
3,1.75,1060,8100,295000
5,3.25,4010,12110,1096500
3,2,1140,7078,257500
4,1,1910,16320,240000
4,2.5,2340,8955,645000
2,1.75,1170,2400,499000
3,1,1290,9526,321000
3,2.5,1810,1658,449000
3,2.5,1820,5280,515000
4,1.5,2220,12385,456000
3,3.75,3830,219106,865000
4,2.5,2920,7700,515500
4,2.5,2630,6100,576925
3,1.75,1320,10416,243000
3,2,1400,8640,253400
3,2.5,1600,3580,292000
3,2.5,1490,8005,271500
2,2.5,2170,6750,765000
3,3.25,1280,1730,375000
3,2,1620,9566,382880
3,2.5,2630,10100,852500
3,1.5,1240,8738,475000
3,1.75,1300,2580,462000
3,1.75,2430,14607,762400
4,1.5,1890,7540,330000
3,2.25,1890,12236,473000
3,1.5,2440,7200,550000
3,2.25,1780,7280,449500
4,2.75,2830,13059,744000
4,2,2490,4700,700000
4,2.5,1560,12220,511100
3,2.5,1980,4500,317950
3,2.5,2070,39768,542950
3,1.75,1490,11360,490000
4,3.5,3090,4060,760000
3,2.25,1580,8659,475000
5,4.5,5190,23716,1702500
3,2.75,2692,6197,435000
3,2.5,1740,3690,399000
3,2,1940,3800,627000
4,2.5,2150,5100,346500
3,1.5,1320,8000,412000
4,2.5,3360,40471,845000
3,1.75,1850,9655,373000
4,2.25,2880,8882,725000
6,2.5,2420,11662,376000
3,1,2020,4120,552500
5,2,2280,19000,365000
4,2.5,3010,46173,700000
4,2.25,2550,9736,315000
4,2,1540,5110,262500
3,2.25,2280,6150,660000
4,2.5,2450,6941,340000
5,2.5,2950,5500,660500
1,1,690,1950,280000
1,1,800,2480,267000
2,1,1470,25661,230000
3,2.25,1840,11403,417000
3,1,1170,9730,252000
5,1.75,2344,4800,791000
1,1,1230,3774,415000
3,1.75,1150,13278,339000
3,1,1140,10477,158000
3,1,1660,5100,535000
3,1,1080,4120,818900
4,2,1720,4000,550000
2,1,590,8717,240000
3,3.25,1290,1230,590000
3,1.5,1480,21320,369300
4,2.5,2600,118666,510000
3,2.5,2040,10086,542500
3,1,970,7854,262500
6,3,2620,4350,900000
4,3.5,4560,41636,1100000
3,1.75,1750,14400,368000
4,3.5,3620,6499,825000
3,2,1660,7509,343500
4,1,1360,6000,273500
3,2.5,2044,5610,1000000
5,3,2370,6000,770000
3,2,1170,3868,400000
3,1,1660,7210,225000
4,1,2020,18150,345000
3,2.5,2530,8116,450000
2,1,870,5635,334850
5,3,3670,9600,605000
5,3.5,3180,14000,760000
2,1.5,1870,12960,390000
3,2.5,1940,5660,488000
3,3.25,4220,41300,3300000
5,4.5,4820,13165,1063000
3,2,2400,217800,608000
3,2.25,2930,6000,1385000
2,1,800,3000,299950
3,3.25,2200,4800,818000
3,2.5,2400,9701,355000
5,3.25,5570,9600,1855000
3,3.25,1980,2850,660000
3,2.25,3530,17450,2367000
4,2.5,3430,35120,1211000
3,2.5,1720,3676,255950
3,1.5,1930,11092,475000
4,1.75,2140,159865,362950
3,1.75,1110,9012,452000
3,1.75,1970,8200,315000
3,2.5,1630,2844,330950
5,2.25,2520,49222,535000
4,2.25,2270,9464,479000
3,2.5,1212,1174,340000
4,2,1890,8362,312000
3,2.25,1370,6600,305000
3,2.5,1770,7336,270000
3,2.5,1710,1664,529999
2,1,1190,6967,587100
3,2,1690,16061,459800
4,1.75,1680,7800,451000
3,3.25,4340,4947,2475000
3,2.25,2040,435600,525000
2,1,1110,26051,250000
5,2,2040,6180,475000
4,1.5,1920,11595,235000
3,1.5,1330,9548,230000
4,1,1630,2566,581000
3,1,1520,9030,415000
3,1,1520,9030,522500
3,1.5,1340,7725,383000
3,1.75,2500,8289,315000
3,2,1460,3600,591000
4,2.25,3140,12150,750000
3,1.75,2150,4333,430000
4,2.5,3140,32336,712000
3,2.5,2310,53578,510000
2,1,710,4800,480000
3,1,1460,7200,538000
2,2.75,730,5000,464000
3,2.5,1440,3840,476000
3,2,1130,16875,349500
3,2.25,1810,8262,270000
3,2.5,2710,18480,740000
4,2.5,2740,8336,395000
3,2.5,1690,4088,498000
3,2.5,1470,4675,339900
3,2.5,2830,9972,539000
3,1,1410,9704,400000
3,2.5,2170,11745,225000
3,2.25,1340,4080,330000
3,3,2480,5500,1387800
3,2.75,1990,31200,490000
4,2.75,2240,7200,260000
4,2.5,2990,8913,469900
6,1.75,2120,3801,493000
4,2.25,2920,46355,740000
4,1.75,1700,6000,148900
2,2.5,1620,14467,475000
2,1,760,4000,415000
3,1,1230,6000,229500
5,3.75,4960,13990,1355000
4,2.5,2030,11375,385000
3,2.25,1830,11331,230000
2,1,970,2700,425000
2,1,1000,4179,189900
2,1,750,6480,238000
4,2.5,2620,16200,968060
4,1.5,2220,9496,921000
5,1.75,3000,6000,380000
1,1,1060,54846,285000
4,2.5,1980,5400,449000
4,1,1600,5500,625000
4,2.25,2000,9000,318989
3,1.5,1310,1266,445000
3,1,1120,8549,750000
3,2.5,3320,11875,959000
3,2.5,2370,9102,330000
2,1.5,830,1241,425000
3,1,940,7913,280000
4,2.5,2250,50155,476500
3,2.25,2020,3600,556000
4,5.25,5240,320917,1862000
4,3.5,4083,68377,637000
3,2,1450,6081,405000
5,1,1170,6757,397000
4,2.75,3555,6565,895990
3,2,1610,14046,259000
2,1,960,112384,420000
3,2.5,1680,2096,518000
3,1.75,1380,8182,425000
2,1,1040,13920,182500
3,1.5,1380,3031,549900
3,1.75,1850,16863,445000
2,1.75,1740,5400,452000
5,1.75,1920,6500,715000
3,2.5,2010,5200,559000
5,6.25,8020,21738,3300000
4,1.75,1860,7350,250000
5,4,4390,6656,1230000
4,2.25,2380,128937,276500
4,2.5,2880,7386,440000
6,2.25,2820,15600,543200
1,1,750,4000,250000
4,2.5,1750,9000,625000
3,1,1540,3399,530100
2,1.75,1140,936,549900
4,1.5,1560,6534,430000
3,2.5,2960,6856,835000
4,2.75,2140,13000,409500
4,2.5,1600,6765,329000
4,2.75,2080,4000,940000
3,2,1560,3200,539950
4,2.5,2880,213444,579950
5,3,2510,4125,881000
3,1,960,5424,362500
2,1,1120,35500,243950
4,2.75,3310,6166,658000
3,1.5,1080,9774,218250
4,2.5,2860,12394,655000
3,2,1490,7599,255000
3,1,1210,7175,215000
3,1.75,2240,5657,1265000
4,4.75,4575,24085,2920000
3,2.5,1600,5960,424305
4,1.75,2090,4300,494000
4,2.5,2260,3713,560000
3,1,1200,7000,130000
4,2.5,2480,176418,468000
5,3,2240,15435,480000
3,1.75,1550,4054,475000
4,1.75,2130,8151,285000
5,3,2870,5700,765000
2,1,1160,5750,208000
3,2.5,2430,5000,372000
2,1,900,5512,470000
5,2.75,2830,8925,451000
4,1.75,1620,8132,442200
4,2.5,2510,8580,330000
3,1.75,1790,5120,335000
3,2,1640,13249,280000
3,1.75,2240,6050,625000
3,2.5,1870,3584,345000
4,1,1500,11050,255950
4,1,1490,6000,570000
3,1.5,2230,8558,685000
3,1.75,1710,7210,273148
3,2.5,1620,7686,246500
5,2.5,2250,7176,349950
4,2,1700,2350,545000
3,2.5,1502,1400,403000
4,2.5,1900,4054,299950
3,2.5,3320,12840,792000
5,2.5,1980,10205,418000
4,1,1670,8102,332500
3,2.5,2235,43560,337000
2,1,1070,7386,212000
2,2.25,1800,2819,542000
4,2.5,2980,8107,622500
3,1.75,1670,8511,260000
3,1.75,2620,38350,525000
5,3.5,5470,35071,975000
4,1.75,3080,6500,1140000
3,1,940,10360,500000
5,2.25,1870,11411,554000
4,2.5,2070,4500,343000
2,1.75,950,15219,515000
2,1,1290,6272,492000
4,3,2570,8022,655000
3,2.5,1600,6848,290000
4,1.5,2550,5055,952500
2,1,1010,7500,235000
3,1.5,1720,7110,323000
3,2.5,2200,1970,1050000
0,0.75,384,213444,265000
2,1,1400,9600,200000
3,2.25,1830,7500,419995
3,3,3110,9015,1500000
3,2.5,1600,7829,455000
3,3.5,3600,37982,660000
3,1,1390,12823,319000
3,1.75,2092,250905,390000
3,1.5,1200,6240,718500
2,1,1090,3160,474000
4,2,2140,6360,615750
3,2.5,2010,17362,551000
3,2.25,1500,7210,230000
4,2.5,3500,9198,790000
3,2.5,2660,1967,1230000
3,2.25,1440,6443,325000
4,2.75,2780,6207,705000
4,1.75,1580,8856,259000
3,1.5,1250,8700,306000
3,1,970,6828,315000
3,1,1100,7650,392500
4,2.25,3240,12930,1065000
2,2.5,1290,1445,350500
4,3.5,3810,9792,825000
4,1,1500,6360,235000
3,2,2660,257875,650000
4,3,2400,3340,675000
4,1,1860,8505,265000
2,1,1450,7098,822500
3,2.75,2260,4000,705000
6,4.75,5540,7200,2630000
2,1.5,1300,1676,685000
4,2,1610,5000,630000
4,3.25,3820,24166,1250000
4,2.5,1820,11325,359000
4,5,5820,13906,784500
3,2,2470,8800,850000
3,2.5,3040,6054,410000
4,1.75,1120,8250,252000
5,1.75,1880,18295,618000
3,1,1070,4800,265000
3,2,1560,8509,465000
2,1,870,6552,240000
3,1,1000,12000,217000
4,2.25,2520,4200,415000
2,2,1700,7992,274000
5,3,2150,6117,420000
4,2.75,1590,6000,1062500
4,5.25,4670,43950,1415000
3,2,1800,5000,618500
3,1.5,1670,10800,295000
3,2,1010,12252,400000
3,2.5,2550,6677,595000
4,3,3700,20570,1728000
3,1.75,1350,7686,261000
5,2.5,1660,4000,780000
3,1.5,1390,5040,589000
3,1.75,1720,9125,230000
4,3.5,2980,2147,690000
4,2.25,2190,15491,524000
2,2.5,1230,987,380000
3,1,1000,4080,357500
3,2,2500,10697,330000
5,1.75,2240,4750,635000
9,3,2820,4480,934000
2,1.75,1400,865,358500
3,1.5,1470,6867,401000
3,2,1820,7750,270000
4,2,2060,6000,705000
3,2,1670,17071,325000
3,1,1540,7740,384950
3,1,1210,9730,310000
4,2.5,3430,42775,829950
3,2.5,2550,6021,353000
2,1,1060,7700,170500
4,2.5,3670,49658,885250
4,3.25,4420,7850,2700000
3,1.5,1550,9126,245000
3,2.5,1190,1290,469000
3,1,1300,3550,455000
4,2.5,2430,5959,305000
7,4.5,4290,37607,840000
5,3.5,3500,10155,905000
3,2,1680,7000,219200
3,1.5,1250,8004,455000
2,1,1020,8100,195000
3,1,1510,4178,799000
2,1,910,8155,285000
3,1.5,1320,15053,300000
2,1,900,8580,83000
2,1,890,4804,220000
2,2.5,1240,2689,174500
4,2.5,2960,10760,695000
3,1.5,1020,11410,255000
5,2.25,2590,7245,539000
2,1,1100,2800,552700
3,1,1300,6710,571500
3,1,1200,6561,263700
8,4,7710,11750,3300000
2,2,1390,1302,186950
3,1.75,1430,53628,520000
3,1.5,1250,7194,358000
2,0.75,840,49658,210000
5,3.75,5020,8694,3650000
4,2.25,2060,8767,543000
4,2.25,2000,10679,330000
3,2,1530,3400,529000
1,1,700,2500,295000
3,1,950,8450,365000
3,3,1380,1081,473000
3,1,1830,8004,403500
3,1.5,1790,8203,544000
3,1,1340,4000,621000
3,2.25,1520,5750,672600
2,1.75,1370,3125,689800
3,1.5,1470,4480,613000
4,2.25,2500,8866,808000
3,1,1060,9241,301000
3,1.75,1210,9635,340000
3,1,920,8400,206000
3,1.5,1340,6000,550000
2,1,960,4800,325000
3,2.5,1630,7586,475000
3,1.75,1840,7350,432100
3,2,3085,7280,359000
3,1,920,4800,490000
4,1.75,2260,7005,648360
3,1.75,1730,11986,340000
3,2,1610,8069,545000
2,0.75,550,7980,115000
3,2.25,2400,12350,705640
3,2.25,1960,1585,300000
4,2.75,3190,14904,1650000
4,3.5,3160,4200,1137500
3,1.75,1550,7410,280000
4,1.75,1930,7650,245000
4,1,1170,4590,564000
3,1.75,2520,4534,849000
3,1.75,1220,7447,698000
3,1,960,8556,319000
3,3.5,4110,15720,1450000
4,3.5,3310,21050,695000
4,2.75,2220,5310,680000
4,2.25,2250,12000,287500
3,3.25,1510,1850,465000
3,1,1350,14212,335000
4,1.75,2420,37800,602000
3,2.5,2950,6545,482000
5,1,1260,8382,220000
4,2,1700,6025,206000
4,3,3320,5760,1100000
3,2.5,1470,3971,491150
4,2.75,2500,12848,390000
4,2.5,2641,8091,393000
4,2,2260,8457,635000
2,1,1160,5000,490000
4,3.5,3680,2242,770000
2,2,1615,4590,665000
3,1,1250,26862,287000
3,1,1230,7020,410000
3,2,2510,5200,562000
2,2,1540,54450,475000
3,3.25,1860,2218,387500
5,2,2700,10875,580000
3,2.5,3290,6830,930000
3,1.75,2700,18893,625000
3,2,1570,5600,325000
3,1.75,1950,8712,235000
2,1,1380,4390,450000
4,2.75,2410,5650,745000
4,2,1200,8470,223000
4,1.75,1770,12278,630000
3,2.5,1540,1614,413450
5,2.75,2860,5379,720000
3,1.5,1740,21980,339000
4,3.5,2830,4000,1115500
5,4,4280,11307,839000
4,3.25,3890,25470,2950000
4,2,2340,50233,568000
3,2,1410,10577,269000
2,2,1350,2560,382000
2,2.25,1100,1114,574000
3,2.5,2070,4697,405000
3,2.5,2360,9938,572000
4,2.25,2760,12100,675000
4,1,1220,7980,165000
4,1,1220,7980,260000
3,1,1220,6719,196000
3,2.5,3020,12184,515000
4,3.5,3470,7396,810000
4,2.25,2380,7700,365650
3,3,2260,1834,651000
2,1,720,6345,240000
3,2,1730,6007,299000
3,2.5,2660,10928,768000
2,1,1030,5072,397380
4,3,2890,6885,476000
3,1,890,5200,315000
3,2.25,1410,7290,240000
2,1,810,4080,325000
3,1.75,1370,8006,160000
3,2.5,2260,5100,435000
3,1.75,1430,16200,427500
5,2.5,2510,10240,450000
3,1.5,1760,4880,688000
4,1,1430,3600,285000
3,3.25,1510,1125,530000
4,1.75,1320,7694,195000
3,1.5,1180,7384,250200
3,2.25,1560,8570,1100000
3,2.5,2470,10321,732500
3,2.25,2190,8834,194250
4,2,1610,8000,526000
4,2.75,2700,9882,520000
3,1.75,1530,6125,526000
5,4,7320,217800,1135250
2,1,920,7569,202000
4,2.5,2990,8622,645500
1,1,720,7540,570000
3,2,1750,9000,325000
2,1,2410,5930,725000
3,1.75,1240,10361,192000
2,1,1010,9219,560000
5,2.75,2770,6116,283450
4,1.75,2800,5400,863000
4,2,1400,4800,815000
2,1,1020,7679,245000
4,3,2860,10292,1315000
4,3.5,4270,12305,1156000
3,2.5,2270,4488,480000
4,2.5,2560,5593,600000
2,1,900,5220,329950
4,2.5,2010,12085,299500
3,2.5,1690,5131,460000
5,3.5,2310,5249,515000
3,2.25,1520,1245,405000
4,1.5,1220,3780,483000
4,2.5,2170,11511,377000
4,1.75,2790,17476,568000
2,1.75,1760,4600,355000
4,1.75,2100,3000,640000
4,1,1430,5909,270000
5,3.5,2450,8193,559950
4,3,1820,8261,515000
4,1.75,1850,5712,352000
3,1.75,1870,9000,595888
4,2.25,2580,7344,588000
4,3.25,3680,8580,1050000
3,1.5,1750,7000,260000
4,3.5,3890,3600,1600000
2,1,1000,4800,380000
2,2.5,2210,6327,802000
4,3.25,2850,4800,1325000
4,2.75,2460,3600,710000
3,2.5,2630,77972,600000
3,1,1750,5355,707900
2,1,1100,7323,179950
4,2.5,2620,10489,683000
3,2,1200,9566,222400
2,1.5,1920,3408,517000
3,2.75,1690,5763,410000
3,1.75,1680,2552,480000
3,1.75,3440,10428,430000
5,1.75,2190,7500,439950
4,2.5,3270,8223,797500
4,1.5,1280,5460,379000
1,1,1310,8667,575000
3,1,1660,11060,247500
4,2.75,2700,37011,385000
4,1.75,1940,6909,423000
3,1.75,1520,5618,550000
4,1,1620,4329,415000
3,2.25,2090,45535,693000
2,1,1070,4700,543000
5,1.75,2000,10246,465000
3,2.5,1020,2217,280000
3,1.25,2400,6653,1388000
6,3,2480,9720,665000
3,1.75,1310,7314,237950
4,2.75,2420,10200,440000
2,1,1890,4700,618000
3,2.25,1860,4000,572000
3,1.5,2500,4774,725000
3,1,1970,22144,454000
4,1,1660,10656,535000
3,2.5,1850,7200,249000
4,2.75,1970,37026,395000
3,2,1890,6620,690000
3,1.5,1310,7236,526500
4,1.5,1870,7220,325000
3,3,1520,4080,495000
5,3,3070,8474,825000
3,1.5,1400,14850,383000
3,1.75,1960,11931,320000
3,2.5,2680,87117,475000
3,2.5,2030,6326,275000
2,2.25,2320,9300,1150000
3,1.75,1760,11371,455000
5,1,1870,7800,262000
4,1,1280,4840,390000
3,2.25,1730,10030,300000
3,1.75,2060,5721,746300
3,1.5,1030,8223,267000
3,2.5,1720,7950,525000
3,1.75,1210,7350,570000
4,2.25,2620,8100,360000
3,1,1860,44431,1052000
3,2.5,2510,4106,699950
4,2.5,2040,109336,375000
4,1.75,2410,6770,625000
2,1,780,2750,464050
5,2.5,2210,9655,470000
4,2,1590,9100,330000
4,1.75,2230,7957,537000
3,2,1560,32137,250000
4,2.5,2950,48351,835000
4,1,1480,3750,770000
4,2,2850,4497,650000
3,1.75,2390,30409,335000
3,1.75,1740,29597,350000
5,2.75,2060,8906,415000
4,2.5,2680,8778,788000
4,2.75,3150,7379,640000
4,2.5,2440,7155,388000
6,1.75,2230,10080,360000
6,1.75,2230,10080,692500
4,1.5,1600,6180,425000
4,1.5,1600,6180,645000
3,1,1580,8308,340000
4,3.25,2840,54400,713000
3,2.75,2550,11160,430000
3,2.25,1700,7210,280000
3,2,1470,2052,215000
3,2.5,1680,11193,306000
3,1,1110,8593,299900
5,1.75,2120,8625,534000
3,2.75,2380,5572,1160000
3,2.5,2670,5000,1165000
2,1,890,6430,199990
4,3,3140,9058,946000
4,1,1260,7800,295000
2,1,920,5157,475000
5,3.5,2990,212137,750000
4,2.5,3120,49456,1225000
3,1,1010,7520,183500
2,1,1010,3627,450000
3,1,1020,5500,180000
5,4.5,3540,21217,707000
2,0.75,900,3527,230000
3,1,1100,9750,192500
3,2.5,1990,3614,309000
3,1.5,1980,5800,759000
4,3.75,4040,14212,1115000
5,1.75,1250,10530,462000
4,1.5,1820,22814,229000
2,2.25,1140,1184,399950
5,2,1730,10532,325000
2,2.25,1170,1313,512000
5,2.75,2910,5802,410000
2,1,970,5500,210000
4,2.25,2130,8499,325000
3,2.5,2520,10175,685000
2,2,1360,4688,488000
3,2.25,1620,6000,247500
4,2,2120,11479,489000
4,1.75,2700,6000,725000
3,1.5,1370,10317,199950
5,3,2520,13001,670000
3,2,1540,10410,275000
3,1.75,2610,6360,1000000
3,2,1490,8371,255000
3,1.75,2760,9137,465000
3,1.75,1260,3604,259000
3,3.5,2630,4713,695000
3,1.75,1800,7210,505000
2,1,1130,2640,631500
3,1,1180,3600,630500
4,2.75,2800,19168,999000
3,1.5,1830,4000,740000
3,2.5,2220,6380,650000
2,2,1870,5580,554000
3,2.5,2580,214315,400000
3,2,1660,10000,529941
3,1,1330,3740,310000
3,1,1330,3740,389000
3,3,2630,4972,731781
2,1,1100,4750,502501
3,1.75,1810,7950,443000
3,2,2060,4080,607000
3,3.5,4660,5500,2147500
4,2.5,2370,15200,585000
3,2.5,2430,10500,1027000
3,2.5,1880,7000,315000
2,1,1150,5695,180000
3,2,1350,14200,322500
3,2.75,2180,7519,568500
4,2.75,3370,6675,813000
5,2.25,3650,13068,1085000
4,2,2100,4857,424000
2,1,670,5600,235000
3,3.5,2420,4000,740000
1,1,760,3000,415000
3,2.75,2200,14925,432000
5,3.25,4410,35192,1268890
3,1.75,1300,2446,676500
2,1,720,4592,419000
3,2.5,2180,37042,650000
2,1,1130,15190,239000
4,2.5,2230,4372,900000
5,1.75,2100,7347,330000
3,1.75,2060,58341,510000
4,2.5,3060,6000,465000
3,2.75,2810,18731,1700000
3,2.25,2550,8588,490000
5,3,4290,20445,2680000
3,2.25,3040,52302,1000000
4,2.75,2530,14178,469950
3,1.75,1300,5413,536000
4,2.5,1790,19177,244950
3,1,1530,2400,575000
5,2.75,2380,7500,361000
5,2.25,2400,13450,650000
2,1,1030,6000,230005
4,2.5,3250,235063,293000
3,3,1970,24318,445000
4,1.5,1940,6386,280000
3,2.25,1850,10855,520000
4,3.25,3900,40962,780000
3,1.75,3160,76230,625000
3,1.75,1440,7200,239950
3,1.5,2040,6000,335000
3,2.5,2120,7401,612000
2,1,830,8000,200000
3,1.75,3140,8571,345000
4,2.5,2410,6440,520000
4,2.25,2190,4080,855000
4,1.75,2190,5060,567500
3,1.5,1210,7247,208000
3,1.75,1880,16239,452000
3,3,2410,12183,555000
5,2.75,2620,8861,519000
3,2.25,1850,2575,474950
3,2.25,1760,16418,419000
2,1,860,1800,390000
7,2.25,2620,6890,539000
4,1.75,2400,21196,569000
3,1,1850,5000,611000
3,2.5,4040,147856,760000
3,2,1940,55756,732000
3,2.5,3490,8343,1675000
5,2.75,3170,7062,919950
4,2.5,2530,7563,400000
4,2.5,3230,21781,785000
3,2.25,2120,54014,835000
2,1.75,1640,6750,640500
4,2.5,2130,9013,310000
4,1,1440,7215,355000
3,1.75,1940,7313,685000
3,1,1120,8576,202500
3,2.5,2400,5817,540000
4,2.5,1810,4871,295000
3,1,1270,6612,518000
2,1.75,1350,4023,250000
2,2,1550,435600,330000
2,1,1620,3880,481000
3,2.25,2650,12845,898000
5,1.75,2510,9750,570000
4,2.5,2040,16200,475000
3,2.5,1660,5250,265000
3,2.5,1980,17342,380000
4,2.5,2690,8036,790000
2,2.25,2910,6110,620000
4,3.5,2720,9000,709050
3,1,1280,5100,296500
3,2.5,2160,35912,475000
3,2.25,1760,10835,440000
2,1,800,6016,405000
2,1,930,4000,269500
5,1.75,2040,5280,520000
1,1,1180,22000,229500
4,1.75,2000,10890,335000
4,2.75,3310,50951,680000
4,3.5,3130,3900,1389000
4,2.5,2300,9900,740000
3,2.25,2140,9990,270000
4,2,2210,5572,510000
2,1,970,13700,300000
5,2.25,2690,10800,1298890
4,2,1890,5188,675000
6,3.25,3140,14923,925850
2,1,1440,43560,255500
3,2.5,2910,17172,450000
3,1,1310,22652,280000
4,2.25,2140,8800,245000
3,1,1090,6712,344950
3,1.75,1330,7216,381000
4,4,4690,6900,1945000
3,1.5,1910,21374,1500000
3,1.75,1750,11461,232603
5,2.5,1760,10200,220000
4,1.75,1810,7700,600000
3,2.5,1360,5754,239000
3,1.75,1730,9211,400000
6,2.75,4710,11000,2180000
3,1,1010,8551,350000
3,2.5,2400,97138,562000
3,1.5,1540,8400,380000
4,1.75,1480,7875,511200
4,2.5,2520,5000,680000
3,3.25,1210,941,350000
5,2.5,2670,184140,410000
4,2.5,3030,12590,1050000
3,2,1440,3900,391265
4,2.25,3250,16684,1410000
3,2,1750,5750,575000
4,1.5,2120,46173,316000
3,1,1050,5156,165000
3,2.25,1950,3600,850000
3,1,1020,6000,210000
4,2.5,1820,9161,325000
4,2.5,2390,53941,682000
3,2.5,1400,7508,430000
3,1.5,1540,8110,325500
3,1.75,2370,6360,385000
1,1,670,1800,435000
4,1,2420,15520,550000
3,1,1000,7800,400000
4,2.75,2100,7350,503000
4,2.5,2800,5368,676000
3,1,940,11055,180000
3,2,1640,5280,234000
4,2.5,2760,5000,734200
3,3.25,3660,66211,920000
4,2.5,3070,34412,1920000
3,1.75,1100,10125,224000
3,2.75,3130,19530,1400000
3,1,1320,7155,185000
3,1.75,1470,5000,554600
3,1.75,1480,8009,268000
4,2.25,2260,8715,675000
4,2.25,2210,10039,620000
3,1.75,1540,12446,396450
5,1.75,1910,9720,565000
3,1.75,1760,3520,410000
4,3,2240,6000,1190000
3,2.25,2110,7279,716125
2,1,1396,111949,225000
4,2.75,3040,7274,640000
2,1,1140,5650,374000
4,2,1780,12161,415000
4,2.5,3370,35150,592500
3,2.5,1484,1761,365000
4,2.5,2230,12753,600000
4,2.5,2820,39413,465000
3,1,1580,7560,254999
4,2.5,2040,8076,279000
3,2.5,2720,40813,460000
4,2.25,1490,956,507000
3,1.75,1560,9788,291000
2,1.5,830,1077,350000
3,1,980,2490,90000
3,1.75,1980,7000,329000
4,2.5,3680,11648,909000
2,1,860,5400,187000
3,1.75,1850,5100,580000
3,2.5,1620,5992,345000
4,2.5,2240,7200,497000
3,1,1010,3060,345000
3,1.75,1610,7350,313500
3,2.5,2720,7250,910000
3,1.5,2080,5244,399950
4,2,1930,6600,268000
4,1.75,2250,8458,559000
3,2.25,1980,8755,309000
3,2.5,1960,4400,410000
3,1,1320,8625,259000
5,2,2940,5500,950000
4,1,1460,7200,320000
4,2.5,2330,30122,1150000
3,2,2620,10107,394250
1,1,700,3876,315000
2,2,1140,12000,480000
3,2.5,2750,35440,556000
3,2.5,2480,5647,450000
3,1.5,1130,5413,420000
6,3.75,2770,5000,890000
4,2,1710,8814,295000
4,2.25,2150,27345,410000
3,2.5,2250,7294,308900
4,2.5,2960,26742,1161000
2,2.5,2300,6984,665000
3,1.75,1740,5500,577000
